date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_MH,snap_KA,snap_TN
2020-02-09,2006,Sunday,2,2,2020,d_765,,,,,1,1,0
2020-02-10,2007,Monday,3,2,2020,d_766,,,,,1,1,0
2020-02-11,2007,Tuesday,4,2,2020,d_767,,,,,0,1,0
2020-02-12,2007,Wednesday,5,2,2020,d_768,,,,,0,1,0
2020-02-13,2007,Thursday,6,2,2020,d_769,,,,,0,1,0
2020-02-14,2007,Friday,7,2,2020,d_770,,,,,0,1,0
2020-02-15,2007,Saturday,1,2,2020,d_771,,,,,0,1,1
2020-02-16,2007,Sunday,2,2,2020,d_772,,,,,0,1,1
2020-02-17,2008,Monday,3,2,2020,d_773,,,,,0,1,1
2020-02-18,2008,Tuesday,4,2,2020,d_774,,,,,0,0,1
2020-02-19,2008,Wednesday,5,2,2020,d_775,,,,,0,0,1
2020-02-20,2008,Thursday,6,2,2020,d_776,,,,,0,0,1
2020-02-21,2008,Friday,7,2,2020,d_777,,,,,0,0,1
2020-02-22,2008,Saturday,1,2,2020,d_778,,,,,0,0,1
2020-02-23,2008,Sunday,2,2,2020,d_779,,,,,0,0,1
2020-02-24,2009,Monday,3,2,2020,d_780,,,,,0,0,1
2020-02-25,2009,Tuesday,4,2,2020,d_781,,,,,0,0,0
2020-02-26,2009,Wednesday,5,2,2020,d_782,,,,,0,0,0
2020-02-27,2009,Thursday,6,2,2020,d_783,,,,,0,0,0
2020-02-28,2009,Friday,7,2,2020,d_784,,,,,0,0,0
2020-02-29,2009,Saturday,1,2,2020,d_785,,,,,0,0,0
2020-03-01,2009,Sunday,2,3,2020,d_786,,,,,1,0,0
2020-03-02,2010,Monday,3,3,2020,d_787,,,,,1,0,0
2020-03-03,2010,Tuesday,4,3,2020,d_788,,,,,1,0,0
2020-03-04,2010,Wednesday,5,3,2020,d_789,,,,,1,0,0
2020-03-05,2010,Thursday,6,3,2020,d_790,,,,,1,0,0
2020-03-06,2010,Friday,7,3,2020,d_791,,,,,1,0,0
2020-03-07,2010,Saturday,1,3,2020,d_792,,,,,1,0,0
2020-03-08,2010,Sunday,2,3,2020,d_793,Holi,Cultural,,,1,1,0
2020-03-09,2011,Monday,3,3,2020,d_794,,,,,1,1,0
2020-03-10,2011,Tuesday,4,3,2020,d_795,,,,,1,1,0
2020-03-11,2011,Wednesday,5,3,2020,d_796,,,,,0,1,0
2020-03-12,2011,Thursday,6,3,2020,d_797,,,,,0,1,0
2020-03-13,2011,Friday,7,3,2020,d_798,,,,,0,1,0
2020-03-14,2011,Saturday,1,3,2020,d_799,,,,,0,1,0
2020-03-15,2011,Sunday,2,3,2020,d_800,,,,,0,1,1
2020-03-16,2012,Monday,3,3,2020,d_801,,,,,0,1,1
2020-03-17,2012,Tuesday,4,3,2020,d_802,,,,,0,1,1
2020-03-18,2012,Wednesday,5,3,2020,d_803,,,,,0,0,1
2020-03-19,2012,Thursday,6,3,2020,d_804,,,,,0,0,1
2020-03-20,2012,Friday,7,3,2020,d_805,,,,,0,0,1
2020-03-21,2012,Saturday,1,3,2020,d_806,,,,,0,0,1
2020-03-22,2012,Sunday,2,3,2020,d_807,,,,,0,0,1
2020-03-23,2013,Monday,3,3,2020,d_808,,,,,0,0,1
2020-03-24,2013,Tuesday,4,3,2020,d_809,,,,,0,0,1
2020-03-25,2013,Wednesday,5,3,2020,d_810,,,,,0,0,0
2020-03-26,2013,Thursday,6,3,2020,d_811,,,,,0,0,0
2020-03-27,2013,Friday,7,3,2020,d_812,,,,,0,0,0
2020-03-28,2013,Saturday,1,3,2020,d_813,,,,,0,0,0
2020-03-29,2013,Sunday,2,3,2020,d_814,,,,,0,0,0
2020-03-30,2014,Monday,3,3,2020,d_815,,,,,0,0,0
2020-03-31,2014,Tuesday,4,3,2020,d_816,,,,,0,0,0
2020-04-01,2014,Wednesday,5,4,2020,d_817,,,,,1,0,0
2020-04-02,2014,Thursday,6,4,2020,d_818,,,,,1,0,0
2020-04-03,2014,Friday,7,4,2020,d_819,,,,,1,0,0
2020-04-04,2014,Saturday,1,4,2020,d_820,,,,,1,0,0
2020-04-05,2014,Sunday,2,4,2020,d_821,,,,,1,0,0
2020-04-06,2015,Monday,3,4,2020,d_822,,,,,1,0,0
2020-04-07,2015,Tuesday,4,4,2020,d_823,,,,,1,0,0
2020-04-08,2015,Wednesday,5,4,2020,d_824,,,,,1,1,0
2020-04-09,2015,Thursday,6,4,2020,d_825,,,,,1,1,0
2020-04-10,2015,Friday,7,4,2020,d_826,Ram_Navami,Religious,,,1,1,0
2020-04-11,2015,Saturday,1,4,2020,d_827,,,,,0,1,0
2020-04-12,2015,Sunday,2,4,2020,d_828,,,,,0,1,0
2020-04-13,2016,Monday,3,4,2020,d_829,,,,,0,1,0
2020-04-14,2016,Tuesday,4,4,2020,d_830,,,,,0,1,0
2020-04-15,2016,Wednesday,5,4,2020,d_831,,,,,0,1,1
2020-04-16,2016,Thursday,6,4,2020,d_832,,,,,0,1,1
2020-04-17,2016,Friday,7,4,2020,d_833,,,,,0,1,1
2020-04-18,2016,Saturday,1,4,2020,d_834,,,,,0,0,1
2020-04-19,2016,Sunday,2,4,2020,d_835,,,,,0,0,1
2020-04-20,2017,Monday,3,4,2020,d_836,,,,,0,0,1
2020-04-21,2017,Tuesday,4,4,2020,d_837,,,,,0,0,1
2020-04-22,2017,Wednesday,5,4,2020,d_838,,,,,0,0,1
2020-04-23,2017,Thursday,6,4,2020,d_839,,,,,0,0,1
2020-04-24,2017,Friday,7,4,2020,d_840,,,,,0,0,1
2020-04-25,2017,Saturday,1,4,2020,d_841,,,,,0,0,0
2020-04-26,2017,Sunday,2,4,2020,d_842,,,,,0,0,0
2020-04-27,2018,Monday,3,4,2020,d_843,,,,,0,0,0
2020-04-28,2018,Tuesday,4,4,2020,d_844,,,,,0,0,0
2020-04-29,2018,Wednesday,5,4,2020,d_845,,,,,0,0,0
2020-04-30,2018,Thursday,6,4,2020,d_846,,,,,0,0,0
2020-05-01,2018,Friday,7,5,2020,d_847,,,,,1,0,0
2020-05-02,2018,Saturday,1,5,2020,d_848,,,,,1,0,0
2020-05-03,2018,Sunday,2,5,2020,d_849,,,,,1,0,0
2020-05-04,2019,Monday,3,5,2020,d_850,,,,,1,0,0
2020-05-05,2019,Tuesday,4,5,2020,d_851,,,,,1,0,0
2020-05-06,2019,Wednesday,5,5,2020,d_852,,,,,1,0,0
2020-05-07,2019,Thursday,6,5,2020,d_853,,,,,1,0,0
2020-05-08,2019,Friday,7,5,2020,d_854,,,,,1,1,0
2020-05-09,2019,Saturday,1,5,2020,d_855,,,,,1,1,0
2020-05-10,2019,Sunday,2,5,2020,d_856,,,,,1,1,0
2020-05-11,2020,Monday,3,5,2020,d_857,,,,,0,1,0
2020-05-12,2020,Tuesday,4,5,2020,d_858,,,,,0,1,0
2020-05-13,2020,Wednesday,5,5,2020,d_859,,,,,0,1,0
2020-05-14,2020,Thursday,6,5,2020,d_860,,,,,0,1,0
2020-05-15,2020,Friday,7,5,2020,d_861,,,,,0,1,1
2020-05-16,2020,Saturday,1,5,2020,d_862,,,,,0,1,1
2020-05-17,2020,Sunday,2,5,2020,d_863,,,,,0,1,1
2020-05-18,2021,Monday,3,5,2020,d_864,,,,,0,0,1
2020-05-19,2021,Tuesday,4,5,2020,d_865,,,,,0,0,1
2020-05-20,2021,Wednesday,5,5,2020,d_866,Eid_al_Fitr,Religious,,,0,0,1
2020-05-21,2021,Thursday,6,5,2020,d_867,,,,,0,0,1
2020-05-22,2021,Friday,7,5,2020,d_868,,,,,0,0,1
2020-05-23,2021,Saturday,1,5,2020,d_869,,,,,0,0,1
2020-05-24,2021,Sunday,2,5,2020,d_870,,,,,0,0,1
2020-05-25,2022,Monday,3,5,2020,d_871,,,,,0,0,0
2020-05-26,2022,Tuesday,4,5,2020,d_872,,,,,0,0,0
2020-05-27,2022,Wednesday,5,5,2020,d_873,,,,,0,0,0
2020-05-28,2022,Thursday,6,5,2020,d_874,,,,,0,0,0
2020-05-29,2022,Friday,7,5,2020,d_875,,,,,0,0,0
2020-05-30,2022,Saturday,1,5,2020,d_876,,,,,0,0,0
2020-05-31,2022,Sunday,2,5,2020,d_877,,,,,0,0,0
2020-06-01,2023,Monday,3,6,2020,d_878,,,,,1,0,0
2020-06-02,2023,Tuesday,4,6,2020,d_879,,,,,1,0,0
2020-06-03,2023,Wednesday,5,6,2020,d_880,,,,,1,0,0
2020-06-04,2023,Thursday,6,6,2020,d_881,,,,,1,0,0
2020-06-05,2023,Friday,7,6,2020,d_882,,,,,1,0,0
2020-06-06,2023,Saturday,1,6,2020,d_883,,,,,1,0,0
2020-06-07,2023,Sunday,2,6,2020,d_884,,,,,1,0,0
2020-06-08,2024,Monday,3,6,2020,d_885,,,,,1,1,0
2020-06-09,2024,Tuesday,4,6,2020,d_886,,,,,1,1,0
2020-06-10,2024,Wednesday,5,6,2020,d_887,,,,,1,1,0
2020-06-11,2024,Thursday,6,6,2020,d_888,,,,,0,1,0
2020-06-12,2024,Friday,7,6,2020,d_889,,,,,0,1,0
2020-06-13,2024,Saturday,1,6,2020,d_890,,,,,0,1,0
2020-06-14,2024,Sunday,2,6,2020,d_891,,,,,0,1,0
2020-06-15,2025,Monday,3,6,2020,d_892,,,,,0,1,1
2020-06-16,2025,Tuesday,4,6,2020,d_893,,,,,0,1,1
2020-06-17,2025,Wednesday,5,6,2020,d_894,,,,,0,1,1
2020-06-18,2025,Thursday,6,6,2020,d_895,,,,,0,0,1
2020-06-19,2025,Friday,7,6,2020,d_896,,,,,0,0,1
2020-06-20,2025,Saturday,1,6,2020,d_897,,,,,0,0,1
2020-06-21,2025,Sunday,2,6,2020,d_898,,,,,0,0,1
2020-06-22,2026,Monday,3,6,2020,d_899,,,,,0,0,1
2020-06-23,2026,Tuesday,4,6,2020,d_900,,,,,0,0,1
2020-06-24,2026,Wednesday,5,6,2020,d_901,,,,,0,0,1
2020-06-25,2026,Thursday,6,6,2020,d_902,,,,,0,0,0
2020-06-26,2026,Friday,7,6,2020,d_903,,,,,0,0,0
2020-06-27,2026,Saturday,1,6,2020,d_904,,,,,0,0,0
2020-06-28,2026,Sunday,2,6,2020,d_905,,,,,0,0,0
2020-06-29,2027,Monday,3,6,2020,d_906,,,,,0,0,0
2020-06-30,2027,Tuesday,4,6,2020,d_907,,,,,0,0,0
2020-07-01,2027,Wednesday,5,7,2020,d_908,,,,,1,0,0
2020-07-02,2027,Thursday,6,7,2020,d_909,,,,,1,0,0
2020-07-03,2027,Friday,7,7,2020,d_910,,,,,1,0,0
2020-07-04,2027,Saturday,1,7,2020,d_911,,,,,1,0,0
2020-07-05,2027,Sunday,2,7,2020,d_912,,,,,1,0,0
2020-07-06,2028,Monday,3,7,2020,d_913,,,,,1,0,0
2020-07-07,2028,Tuesday,4,7,2020,d_914,,,,,1,0,0
2020-07-08,2028,Wednesday,5,7,2020,d_915,,,,,1,1,0
2020-07-09,2028,Thursday,6,7,2020,d_916,,,,,1,1,0
2020-07-10,2028,Friday,7,7,2020,d_917,,,,,1,1,0
2020-07-11,2028,Saturday,1,7,2020,d_918,,,,,0,1,0
2020-07-12,2028,Sunday,2,7,2020,d_919,,,,,0,1,0
2020-07-13,2029,Monday,3,7,2020,d_920,,,,,0,1,0
2020-07-14,2029,Tuesday,4,7,2020,d_921,,,,,0,1,0
2020-07-15,2029,Wednesday,5,7,2020,d_922,,,,,0,1,1
2020-07-16,2029,Thursday,6,7,2020,d_923,,,,,0,1,1
2020-07-17,2029,Friday,7,7,2020,d_924,,,,,0,1,1
2020-07-18,2029,Saturday,1,7,2020,d_925,,,,,0,0,1
2020-07-19,2029,Sunday,2,7,2020,d_926,,,,,0,0,1
2020-07-20,2030,Monday,3,7,2020,d_927,,,,,0,0,1
2020-07-21,2030,Tuesday,4,7,2020,d_928,,,,,0,0,1
2020-07-22,2030,Wednesday,5,7,2020,d_929,,,,,0,0,1
2020-07-23,2030,Thursday,6,7,2020,d_930,,,,,0,0,1
2020-07-24,2030,Friday,7,7,2020,d_931,,,,,0,0,1
2020-07-25,2030,Saturday,1,7,2020,d_932,,,,,0,0,0
2020-07-26,2030,Sunday,2,7,2020,d_933,,,,,0,0,0
2020-07-27,2031,Monday,3,7,2020,d_934,,,,,0,0,0
2020-07-28,2031,Tuesday,4,7,2020,d_935,,,,,0,0,0
2020-07-29,2031,Wednesday,5,7,2020,d_936,,,,,0,0,0
2020-07-30,2031,Thursday,6,7,2020,d_937,,,,,0,0,0
2020-07-31,2031,Friday,7,7,2020,d_938,,,,,0,0,0
2020-08-01,2031,Saturday,1,8,2020,d_939,,,,,1,0,0
2020-08-02,2031,Sunday,2,8,2020,d_940,,,,,1,0,0
2020-08-03,2032,Monday,3,8,2020,d_941,,,,,1,0,0
2020-08-04,2032,Tuesday,4,8,2020,d_942,,,,,1,0,0
2020-08-05,2032,Wednesday,5,8,2020,d_943,,,,,1,0,0
2020-08-06,2032,Thursday,6,8,2020,d_944,,,,,1,0,0
2020-08-07,2032,Friday,7,8,2020,d_945,,,,,1,0,0
2020-08-08,2032,Saturday,1,8,2020,d_946,,,,,1,1,0
2020-08-09,2032,Sunday,2,8,2020,d_947,,,,,1,1,0
2020-08-10,2033,Monday,3,8,2020,d_948,,,,,1,1,0
2020-08-11,2033,Tuesday,4,8,2020,d_949,,,,,0,1,0
2020-08-12,2033,Wednesday,5,8,2020,d_950,,,,,0,1,0
2020-08-13,2033,Thursday,6,8,2020,d_951,,,,,0,1,0
2020-08-14,2033,Friday,7,8,2020,d_952,,,,,0,1,0
2020-08-15,2033,Saturday,1,8,2020,d_953,Independence_Day,National,,,0,1,1
2020-08-16,2033,Sunday,2,8,2020,d_954,,,,,0,1,1
2020-08-17,2034,Monday,3,8,2020,d_955,,,,,0,1,1
2020-08-18,2034,Tuesday,4,8,2020,d_956,,,,,0,0,1
2020-08-19,2034,Wednesday,5,8,2020,d_957,,,,,0,0,1
2020-08-20,2034,Thursday,6,8,2020,d_958,,,,,0,0,1
2020-08-21,2034,Friday,7,8,2020,d_959,,,,,0,0,1
2020-08-22,2034,Saturday,1,8,2020,d_960,,,,,0,0,1
2020-08-23,2034,Sunday,2,8,2020,d_961,,,,,0,0,1
2020-08-24,2035,Monday,3,8,2020,d_962,,,,,0,0,1
2020-08-25,2035,Tuesday,4,8,2020,d_963,,,,,0,0,0
2020-08-26,2035,Wednesday,5,8,2020,d_964,Raksha_Bandhan,Cultural,,,0,0,0
2020-08-27,2035,Thursday,6,8,2020,d_965,,,,,0,0,0
2020-08-28,2035,Friday,7,8,2020,d_966,,,,,0,0,0
2020-08-29,2035,Saturday,1,8,2020,d_967,,,,,0,0,0
2020-08-30,2035,Sunday,2,8,2020,d_968,,,,,0,0,0
2020-08-31,2036,Monday,3,8,2020,d_969,,,,,0,0,0
2020-09-01,2036,Tuesday,4,9,2020,d_970,,,,,1,0,0
2020-09-02,2036,Wednesday,5,9,2020,d_971,,,,,1,0,0
2020-09-03,2036,Thursday,6,9,2020,d_972,,,,,1,0,0
2020-09-04,2036,Friday,7,9,2020,d_973,,,,,1,0,0
2020-09-05,2036,Saturday,1,9,2020,d_974,,,,,1,0,0
2020-09-06,2036,Sunday,2,9,2020,d_975,,,,,1,0,0
2020-09-07,2037,Monday,3,9,2020,d_976,Ganesh_Chaturthi,Religious,,,1,0,0
2020-09-08,2037,Tuesday,4,9,2020,d_977,,,,,1,1,0
2020-09-09,2037,Wednesday,5,9,2020,d_978,,,,,1,1,0
2020-09-10,2037,Thursday,6,9,2020,d_979,,,,,1,1,0
2020-09-11,2037,Friday,7,9,2020,d_980,,,,,0,1,0
2020-09-12,2037,Saturday,1,9,2020,d_981,,,,,0,1,0
2020-09-13,2037,Sunday,2,9,2020,d_982,,,,,0,1,0
2020-09-14,2038,Monday,3,9,2020,d_983,,,,,0,1,0
2020-09-15,2038,Tuesday,4,9,2020,d_984,,,,,0,1,1
2020-09-16,2038,Wednesday,5,9,2020,d_985,,,,,0,1,1
2020-09-17,2038,Thursday,6,9,2020,d_986,,,,,0,1,1
2020-09-18,2038,Friday,7,9,2020,d_987,,,,,0,0,1
2020-09-19,2038,Saturday,1,9,2020,d_988,,,,,0,0,1
2020-09-20,2038,Sunday,2,9,2020,d_989,Onam,Cultural,,,0,0,1
2020-09-21,2039,Monday,3,9,2020,d_990,,,,,0,0,1
2020-09-22,2039,Tuesday,4,9,2020,d_991,,,,,0,0,1
2020-09-23,2039,Wednesday,5,9,2020,d_992,,,,,0,0,1
2020-09-24,2039,Thursday,6,9,2020,d_993,,,,,0,0,1
2020-09-25,2039,Friday,7,9,2020,d_994,,,,,0,0,0
2020-09-26,2039,Saturday,1,9,2020,d_995,,,,,0,0,0
2020-09-27,2039,Sunday,2,9,2020,d_996,,,,,0,0,0
2020-09-28,2040,Monday,3,9,2020,d_997,,,,,0,0,0
2020-09-29,2040,Tuesday,4,9,2020,d_998,,,,,0,0,0
2020-09-30,2040,Wednesday,5,9,2020,d_999,,,,,0,0,0
2020-10-01,2040,Thursday,6,10,2020,d_1000,,,,,1,0,0
2020-10-02,2040,Friday,7,10,2020,d_1001,Gandhi_Jayanti,National,,,1,0,0
2020-10-03,2040,Saturday,1,10,2020,d_1002,,,,,1,0,0
2020-10-04,2040,Sunday,2,10,2020,d_1003,,,,,1,0,0
2020-10-05,2041,Monday,3,10,2020,d_1004,,,,,1,0,0
2020-10-06,2041,Tuesday,4,10,2020,d_1005,,,,,1,0,0
2020-10-07,2041,Wednesday,5,10,2020,d_1006,,,,,1,0,0
2020-10-08,2041,Thursday,6,10,2020,d_1007,,,,,1,1,0
2020-10-09,2041,Friday,7,10,2020,d_1008,,,,,1,1,0
2020-10-10,2041,Saturday,1,10,2020,d_1009,,,,,1,1,0
2020-10-11,2041,Sunday,2,10,2020,d_1010,,,,,0,1,0
2020-10-12,2042,Monday,3,10,2020,d_1011,,,,,0,1,0
2020-10-13,2042,Tuesday,4,10,2020,d_1012,,,,,0,1,0
2020-10-14,2042,Wednesday,5,10,2020,d_1013,,,,,0,1,0
2020-10-15,2042,Thursday,6,10,2020,d_1014,Dussehra,Religious,,,0,1,1
2020-10-16,2042,Friday,7,10,2020,d_1015,,,,,0,1,1
2020-10-17,2042,Saturday,1,10,2020,d_1016,,,,,0,1,1
2020-10-18,2042,Sunday,2,10,2020,d_1017,,,,,0,0,1
2020-10-19,2043,Monday,3,10,2020,d_1018,,,,,0,0,1
2020-10-20,2043,Tuesday,4,10,2020,d_1019,,,,,0,0,1
2020-10-21,2043,Wednesday,5,10,2020,d_1020,,,,,0,0,1
2020-10-22,2043,Thursday,6,10,2020,d_1021,,,,,0,0,1
2020-10-23,2043,Friday,7,10,2020,d_1022,,,,,0,0,1
2020-10-24,2043,Saturday,1,10,2020,d_1023,,,,,0,0,1
2020-10-25,2043,Sunday,2,10,2020,d_1024,,,,,0,0,0
2020-10-26,2044,Monday,3,10,2020,d_1025,,,,,0,0,0
2020-10-27,2044,Tuesday,4,10,2020,d_1026,,,,,0,0,0
2020-10-28,2044,Wednesday,5,10,2020,d_1027,,,,,0,0,0
2020-10-29,2044,Thursday,6,10,2020,d_1028,,,,,0,0,0
2020-10-30,2044,Friday,7,10,2020,d_1029,,,,,0,0,0
2020-10-31,2044,Saturday,1,10,2020,d_1030,,,,,0,0,0
2020-11-01,2044,Sunday,2,11,2020,d_1031,,,,,1,0,0
2020-11-02,2045,Monday,3,11,2020,d_1032,,,,,1,0,0
2020-11-03,2045,Tuesday,4,11,2020,d_1033,,,,,1,0,0
2020-11-04,2045,Wednesday,5,11,2020,d_1034,Diwali,National,,,1,0,0
2020-11-05,2045,Thursday,6,11,2020,d_1035,,,,,1,0,0
2020-11-06,2045,Friday,7,11,2020,d_1036,,,,,1,0,0
2020-11-07,2045,Saturday,1,11,2020,d_1037,,,,,1,0,0
2020-11-08,2045,Sunday,2,11,2020,d_1038,,,,,1,1,0
2020-11-09,2046,Monday,3,11,2020,d_1039,,,,,1,1,0
2020-11-10,2046,Tuesday,4,11,2020,d_1040,,,,,1,1,0
2020-11-11,2046,Wednesday,5,11,2020,d_1041,,,,,0,1,0
2020-11-12,2046,Thursday,6,11,2020,d_1042,,,,,0,1,0
2020-11-13,2046,Friday,7,11,2020,d_1043,,,,,0,1,0
2020-11-14,2046,Saturday,1,11,2020,d_1044,,,,,0,1,0
2020-11-15,2046,Sunday,2,11,2020,d_1045,,,,,0,1,1
2020-11-16,2047,Monday,3,11,2020,d_1046,,,,,0,1,1
2020-11-17,2047,Tuesday,4,11,2020,d_1047,,,,,0,1,1
2020-11-18,2047,Wednesday,5,11,2020,d_1048,,,,,0,0,1
2020-11-19,2047,Thursday,6,11,2020,d_1049,,,,,0,0,1
2020-11-20,2047,Friday,7,11,2020,d_1050,,,,,0,0,1
2020-11-21,2047,Saturday,1,11,2020,d_1051,,,,,0,0,1
2020-11-22,2047,Sunday,2,11,2020,d_1052,,,,,0,0,1
2020-11-23,2048,Monday,3,11,2020,d_1053,,,,,0,0,1
2020-11-24,2048,Tuesday,4,11,2020,d_1054,,,,,0,0,1
2020-11-25,2048,Wednesday,5,11,2020,d_1055,,,,,0,0,0
2020-11-26,2048,Thursday,6,11,2020,d_1056,,,,,0,0,0
2020-11-27,2048,Friday,7,11,2020,d_1057,,,,,0,0,0
2020-11-28,2048,Saturday,1,11,2020,d_1058,,,,,0,0,0
2020-11-29,2048,Sunday,2,11,2020,d_1059,,,,,0,0,0
2020-11-30,2049,Monday,3,11,2020,d_1060,,,,,0,0,0
2020-12-01,2049,Tuesday,4,12,2020,d_1061,,,,,1,0,0
2020-12-02,2049,Wednesday,5,12,2020,d_1062,,,,,1,0,0
2020-12-03,2049,Thursday,6,12,2020,d_1063,,,,,1,0,0
2020-12-04,2049,Friday,7,12,2020,d_1064,,,,,1,0,0
2020-12-05,2049,Saturday,1,12,2020,d_1065,,,,,1,0,0
2020-12-06,2049,Sunday,2,12,2020,d_1066,,,,,1,0,0
2020-12-07,2050,Monday,3,12,2020,d_1067,,,,,1,0,0
2020-12-08,2050,Tuesday,4,12,2020,d_1068,,,,,1,1,0
2020-12-09,2050,Wednesday,5,12,2020,d_1069,,,,,1,1,0
2020-12-10,2050,Thursday,6,12,2020,d_1070,,,,,1,1,0
2020-12-11,2050,Friday,7,12,2020,d_1071,,,,,0,1,0
2020-12-12,2050,Saturday,1,12,2020,d_1072,,,,,0,1,0
2020-12-13,2050,Sunday,2,12,2020,d_1073,,,,,0,1,0
2020-12-14,2051,Monday,3,12,2020,d_1074,,,,,0,1,0
2020-12-15,2051,Tuesday,4,12,2020,d_1075,,,,,0,1,1
2020-12-16,2051,Wednesday,5,12,2020,d_1076,,,,,0,1,1
2020-12-17,2051,Thursday,6,12,2020,d_1077,,,,,0,1,1
2020-12-18,2051,Friday,7,12,2020,d_1078,,,,,0,0,1
2020-12-19,2051,Saturday,1,12,2020,d_1079,,,,,0,0,1
2020-12-20,2051,Sunday,2,12,2020,d_1080,,,,,0,0,1
2020-12-21,2052,Monday,3,12,2020,d_1081,,,,,0,0,1
2020-12-22,2052,Tuesday,4,12,2020,d_1082,,,,,0,0,1
2020-12-23,2052,Wednesday,5,12,2020,d_1083,,,,,0,0,1
2020-12-24,2052,Thursday,6,12,2020,d_1084,,,,,0,0,1
2020-12-25,2052,Friday,7,12,2020,d_1085,Christmas,National,,,0,0,0
2020-12-26,2052,Saturday,1,12,2020,d_1086,,,,,0,0,0
2020-12-27,2052,Sunday,2,12,2020,d_1087,,,,,0,0,0
2020-12-28,2053,Monday,3,12,2020,d_1088,,,,,0,0,0
2020-12-29,2053,Tuesday,4,12,2020,d_1089,,,,,0,0,0
2020-12-30,2053,Wednesday,5,12,2020,d_1090,,,,,0,0,0
2020-12-31,2053,Thursday,6,12,2020,d_1091,,,,,0,0,0
2021-01-01,2153,Friday,7,1,2021,d_1092,New_Year,National,,,1,0,0
2021-01-02,2153,Saturday,1,1,2021,d_1093,,,,,1,0,0
2021-01-03,2153,Sunday,2,1,2021,d_1094,,,,,1,0,0
2021-01-04,2101,Monday,3,1,2021,d_1095,,,,,1,0,0
2021-01-05,2101,Tuesday,4,1,2021,d_1096,,,,,1,0,0
2021-01-06,2101,Wednesday,5,1,2021,d_1097,,,,,1,0,0
2021-01-07,2101,Thursday,6,1,2021,d_1098,,,,,1,0,0
2021-01-08,2101,Friday,7,1,2021,d_1099,,,,,1,1,0
2021-01-09,2101,Saturday,1,1,2021,d_1100,,,,,1,1,0
2021-01-10,2101,Sunday,2,1,2021,d_1101,,,,,1,1,0
2021-01-11,2102,Monday,3,1,2021,d_1102,,,,,0,1,0
2021-01-12,2102,Tuesday,4,1,2021,d_1103,,,,,0,1,0
2021-01-13,2102,Wednesday,5,1,2021,d_1104,,,,,0,1,0
2021-01-14,2102,Thursday,6,1,2021,d_1105,Pongal,Cultural,,,0,1,0
2021-01-15,2102,Friday,7,1,2021,d_1106,,,,,0,1,1
2021-01-16,2102,Saturday,1,1,2021,d_1107,,,,,0,1,1
2021-01-17,2102,Sunday,2,1,2021,d_1108,,,,,0,1,1
2021-01-18,2103,Monday,3,1,2021,d_1109,,,,,0,0,1
2021-01-19,2103,Tuesday,4,1,2021,d_1110,,,,,0,0,1
2021-01-20,2103,Wednesday,5,1,2021,d_1111,,,,,0,0,1
2021-01-21,2103,Thursday,6,1,2021,d_1112,,,,,0,0,1
2021-01-22,2103,Friday,7,1,2021,d_1113,,,,,0,0,1
2021-01-23,2103,Saturday,1,1,2021,d_1114,,,,,0,0,1
2021-01-24,2103,Sunday,2,1,2021,d_1115,,,,,0,0,1
2021-01-25,2104,Monday,3,1,2021,d_1116,,,,,0,0,0
2021-01-26,2104,Tuesday,4,1,2021,d_1117,Republic_Day,National,,,0,0,0
2021-01-27,2104,Wednesday,5,1,2021,d_1118,,,,,0,0,0
2021-01-28,2104,Thursday,6,1,2021,d_1119,,,,,0,0,0
2021-01-29,2104,Friday,7,1,2021,d_1120,,,,,0,0,0
2021-01-30,2104,Saturday,1,1,2021,d_1121,,,,,0,0,0
2021-01-31,2104,Sunday,2,1,2021,d_1122,,,,,0,0,0
2021-02-01,2105,Monday,3,2,2021,d_1123,,,,,1,0,0
2021-02-02,2105,Tuesday,4,2,2021,d_1124,,,,,1,0,0
2021-02-03,2105,Wednesday,5,2,2021,d_1125,,,,,1,0,0
2021-02-04,2105,Thursday,6,2,2021,d_1126,,,,,1,0,0
2021-02-05,2105,Friday,7,2,2021,d_1127,,,,,1,0,0
2021-02-06,2105,Saturday,1,2,2021,d_1128,,,,,1,0,0
2021-02-07,2105,Sunday,2,2,2021,d_1129,,,,,1,0,0
2021-02-08,2106,Monday,3,2,2021,d_1130,,,,,1,1,0
2021-02-09,2106,Tuesday,4,2,2021,d_1131,,,,,1,1,0
2021-02-10,2106,Wednesday,5,2,2021,d_1132,,,,,1,1,0
2021-02-11,2106,Thursday,6,2,2021,d_1133,,,,,0,1,0
2021-02-12,2106,Friday,7,2,2021,d_1134,,,,,0,1,0
2021-02-13,2106,Saturday,1,2,2021,d_1135,,,,,0,1,0
2021-02-14,2106,Sunday,2,2,2021,d_1136,,,,,0,1,0
2021-02-15,2107,Monday,3,2,2021,d_1137,,,,,0,1,1
2021-02-16,2107,Tuesday,4,2,2021,d_1138,,,,,0,1,1
2021-02-17,2107,Wednesday,5,2,2021,d_1139,,,,,0,1,1
2021-02-18,2107,Thursday,6,2,2021,d_1140,,,,,0,0,1
2021-02-19,2107,Friday,7,2,2021,d_1141,,,,,0,0,1
2021-02-20,2107,Saturday,1,2,2021,d_1142,,,,,0,0,1
2021-02-21,2107,Sunday,2,2,2021,d_1143,,,,,0,0,1
